11|Faycal FAJR|Morocco|FAJR|Faycal|FAJR|01.08.1988|MF|Getafe CF (ESP)|178|24|2
12|Monir EL KAJOUI|Morocco|EL KAJOUI|Monir|EL KAJOUI|10.05.1989|GK|Numancia (ESP)|190|33|0
13|Khalid BOUTAIB|Morocco|BOUTAIB|Khalid|BOUTAIB|24.04.1987|FW|Malatyaspor (TUR)|190|20|9
14|Mbark BOUSSOUFA|Morocco|BOUSSOUFA|M'bark|BOUSSOUFA|15.08.1984|MF|Al Jazeira (UAE)|167|61|7
15|Youssef AIT BENNASSER|Morocco|AIT BENNASSER|Youssef|AIT BENNASSER|07.07.1996|MF|Caen (FRA)|184|14|0
16|Noureddine AMRABAT|Morocco|AMRABAT|Noureddine|N. AMRABAT|31.03.1987|MF|Leganes (ESP)|178|45|4
17|Nabil DIRAR|Morocco|DIRAR|Nabil|DIRAR|25.02.1986|DF|Fenerbahçe (TUR)|187|38|5
18|Amine HARIT|Morocco|HARIT|Amine|HARIT|18.06.1997|MF|Schalke 04 (GER)|179|7|0
19|Youssef EN NESYRI|Morocco|EN NESYRI|Youssef|EN-NESYRI|01.06.1997|FW|Malaga (ESP)|188|16|2
20|Aziz BOUHADDOUZ|Morocco|BOUHADDOUZ|Aziz|BOUHADDOUZ|30.03.1987|FW|St. Pauli (GER)|188|15|3
21|Sofyan AMRABAT|Morocco|AMRABAT|Sofyan|S. AMRABAT|21.08.1996|MF|Feyenoord (NED)|183|6|0
22|Ahmed TAGNAOUTI|Morocco|TAGNAOUTI|Ahmed Reda|TAGNAOUTI|05.04.1996|GK|IRT Tanger (MAR)|186|5|0
23|Mehdi CARCELA|Morocco|CARCELA GONZALEZ|Mehdi François|CARCELA|01.07.1989|MF|Standard Liège (BEL)|176|21|1
1|kechukwu EZENWA|Nigeria|EZENWA|Ikechukwu Vincent|EZENWA|16.10.1988|GK|Enyimba (NGA)|181|24|0
2|Bryan IDOWU|Nigeria|IDOWU|Bryan Oladapo|IDOWU|18.05.1992|DF|FK Amkar Perm (RUS)|179|5|0
3|Elderson ECHIEJILE|Nigeria|ECHIEJILE|Elderson Uwa|ECHIEJILE|20.01.1988|DF|Cercle Brugge (BEL)|185|59|2
4|Wilfred NDIDI|Nigeria|NDIDI|Onyinye Wilfred|NDIDI|16.12.1996|MF|Leicester (ENG)|184|17|0
5|William EKONG|Nigeria|EKONG|William Paul|EKONG|01.09.1993|DF|Bursaspor (TUR)|191|21|1
6|Leon BALOGUN|Nigeria|BALOGUN|Leon Aderemi|BALOGUN|28.06.1988|DF|Mainz 05 (GER)|190|19|0
7|Ahmed MUSA|Nigeria|MUSA|Ahmed|MUSA|14.10.1992|FW|CSKA Moskva (RUS)|173|70|13
8|Oghenekaro ETEBO|Nigeria|ETEBO|Oghenekaro Peter|ETEBO|09.11.1995|MF|Las Palmas (ESP)|174|12|1
9|Odion IGHALO|Nigeria|IGHALO|Odion Jude|IGHALO|16.06.1989|FW|Changchun Yatai (CHN)|188|19|4
1|John Obi MIKEL|Nigeria|MIKEL|John Obi|MIKEL|22.04.1987|MF|Tianjin Teda (CHN)|188|82|6
11|Victor MOSES|Nigeria|MOSES|Victor|MOSES|12.12.1990|FW|Chelsea (ENG)|177|31|11
12|Abdullahi SHEHU|Nigeria|SHEHU|Abdullahi|SHEHU|12.03.1993|DF|Bursaspor (TUR)|182|15|0
13|Simeon NWANKWO|Nigeria|NWANKWO|Simeon Tochukwu|NWANKWO|07.05.1992|FW|Crotone FC (ITA)|197|2|0
14|Kelechi IHEANACHO|Nigeria|IHEANACHO|Kelechi Promise|IHEANACHO|10.03.1996|FW|Leicester (ENG)|183|17|8
15|Joel OBI|Nigeria|OBI|Joel Chukwuma|OBI|22.05.1991|MF|Torino (ITA)|177|17|0
16|Daniel AKPEYI|Nigeria|AKPEYI|Daniel|AKPEYI|08.03.1986|GK|Chippa United FC (RSA)|187|6|0
17|Ogenyi ONAZI|Nigeria|ONAZI|Ogenyi Eddy|ONAZI|25.12.1992|MF|Trabzonspor (TUR)|172|50|1
18|Alex IWOBI|Nigeria|IWOBI|Alexander Chuka|IWOBI|03.05.1996|FW|Arsenal (ENG)|185|18|5
19|John OGU|Nigeria|OGU|Ugochukwu John|OGU|20.04.1988|MF|Hapoel Beer Sheva (ISR)|191|19|2
20|Chidozie AWAZIEM|Nigeria|AWAZIEM|Chidozie Collins|AWAZIEM|01.01.1997|DF|Nantes (FRA)|192|3|0
21|Tyronne EBUEHI|Nigeria|EBUEHI|Tyronne Efe|EBUEHI|16.12.1995|DF|ADO Den Haag (NED)|187|7|0
22|Kenneth OMERUO|Nigeria|OMERUO|Kenneth Josiah|OMERUO|17.10.1993|DF|Kasimpasa SK (TUR)|185|38|0
23|Francis UZOHO|Nigeria|UZOHO|Francis Odinaka|UZOHO|28.10.1998|GK|Deportivo La Coruña (ESP)|196|6|0
1|Jaime PENEDO|Panama|PENEDO CANO|Jaime Manuel|PENEDO|26.09.1981|GK|Dinamo Bucuresti (ROU)|183|131|0
2|Michael MURILLO|Panama|MURILLO BERMUDEZ|Michael Amir|MURILLO|11.02.1996|DF|New York (USA)|183|22|2
3|Harold CUMMINGS|Panama|CUMMINGS SEGURA|Harold Oshkaly|CUMMINGS|01.03.1992|DF|San Jose Earthquakes (USA)|183|47|0
4|Fidel ESCOBAR|Panama|ESCOBAR MENDIETA|Fidel|ESCOBAR|09.01.1995|DF|New York (USA)|182|23|1
5|Roman TORRES|Panama|TORRES MORCILLO|Román|R. TORRES|20.03.1986|DF|Seattle Sounders Football Club(USA)|188|108|10
6|Gabriel GOMEZ|Panama|GOMEZ GIRON|Gabriel Enrique|GOMEZ|29.05.1984|MF|Bucaramanga (COL)|183|142|11
7|Blas PEREZ|Panama|PEREZ ORTEGA|Blas Antonio Miguel|PEREZ|13.03.1981|FW|Municipal (GUA)|187|117|43
8|Edgar BARCENAS|Panama|BARCENAS HERRERA|Edgar Yoel|BARCENAS|23.10.1993|MF|Cafetaleros de Tapachula (MEX)|175|29|0
9|Gabriel TORRES|Panama|TORRES TEJADA|Gabriel Arturo|G. TORRES|31.10.1988|FW|Huachipato (CHI)|180|72|14
10|Ismael DIAZ|Panama|DIAZ DE LEON|Ismael|DIAZ|12.05.1997|FW|Deportivo La Coruña (ESP)|181|8|2
11|Armando COOPER|Panama|COOPER WHITAKER|Armando Enrique|COOPER|26.11.1987|MF|Universidad de Chile (CHI)|173|97|7
12|Jose CALDERON|Panama|CALDERON FRIAS|Jose De Jesus|CALDERON|14.08.1985|GK|Chorrillo (PAN)|187|32|0
13|Adolfo MACHADO|Panama|MACHADO|Adolfo Abdiel|MACHADO|14.02.1985|DF|Houston Dynamo (USA)|182|76|1
14|Valentin PIMENTEL|Panama|PIMENTEL ARMUELLES|Valentin Enrique|PIMENTEL|30.05.1991|MF|Plaza Amador (PAN)|189|23|1
15|Eric DAVIS|Panama|DAVIS GRAJALES|Eric Javier|DAVIS|31.03.1991|DF|DAC Dunajska Streda (SVK)|180|38|0
16|Abdiel ARROYO|Panama|ARROYO MOLINAR|Abdiel|ARROYO|13.12.1993|FW|Alajuelense (CRC)|183|33|5
17|Luis OVALLE|Panama|OVALLE VICTORIA|Luis Carlos|OVALLE|07.09.1988|DF|Olimpia (HON)|178|25|0
18|Luis TEJADA|Panama|TEJADA HANSELL|Luis Carlos|TEJADA|28.03.1982|FW|Sport Boys Association (PER)|183|104|43
19|Ricardo AVILA|Panama|AVILA|Ricardo|AVILA|04.02.1997|MF|AA Gent (BEL)|182|5|0
20|Anibal GODOY|Panama|GODOY LEMUS|Anibal Casis|GODOY|10.02.1990|MF|San Jose Earthquakes (USA)|183|88|1
21|Jose Luis RODRIGUEZ|Panama|RODRIGUEZ FRANCIS|José Luis|J. RODRIGUEZ|19.06.1998|MF|AA Gent (BEL)|180|2|0
22|Alex RODRIGUEZ|Panama|RODRIGUEZ LEDEZMA|Alex Raul|RODRIGUEZ|05.08.1990|GK|San Francisco (PAN)|197|6|0
23|Felipe BALOY|Panama|BALOY RAMIREZ|Felipe Abdiel|BALOY|24.02.1981|DF|Municipal (GUA)|185|100|3
1|Pedro GALLESE|Peru|GALLESE QUIROZ|Pedro David|GALLESE|23.02.1990|GK|Veracruz (MEX)|189|39|0
2|Alberto RODRIGUEZ|Peru|RODRIGUEZ VALDELOMAR|Alberto Junior|RODRIGUEZ|31.03.1984|DF|Junior (COL)|179|73|0
3|Aldo CORZO|Peru|CORZO CHAVEZ|Aldo Sebastian|CORZO|20.05.1989|DF|Universitario (PER)|172|24|0
4|Anderson SANTAMARIA|Peru|SANTAMARIA BARDALES|Anderson|SANTAMARIA|10.01.1992|DF|Puebla FC (MEX)|183|6|0
5|Miguel ARAUJO|Peru|ARAUJO BLANCO|Miguel Gianpierre|ARAUJO|24.10.1994|DF|Alianza Lima (PER)|178|8|0
6|Miguel TRAUCO|Peru|TRAUCO SAAVEDRA|Miguel Angel|TRAUCO|25.08.1992|DF|Flamengo (BRA)|169|26|0
7|Paolo HURTADO|Peru|HURTADO HUERTAS|Christopher Paolo César|HURTADO|27.07.1990|MF|Guimaraes (POR)|174|33|3
8|Christian CUEVA|Peru|CUEVA BRAVO|Christian Alberto|CUEVA|23.11.1991|MF|São Paulo (BRA)|169|45|8
9|Paolo GUERRERO|Peru|GUERRERO GONZALES|Jose Paolo|GUERRERO|01.01.1984|FW|Flamengo (BRA)|185|89|35
10|Jefferson FARFAN|Peru|FARFAN GUADALUPE|Jefferson Agustin|FARFAN|26.10.1984|FW|Lokomotiv Moskva (RUS)|177|84|25
11|Raul RUIDIAZ|Peru|RUIDIAZ MISITICH|Raul Mario|RUIDIAZ|25.07.1990|FW|Monarcas Morelia (MEX)|169|30|4
12|Carlos CACEDA|Peru|CACEDA OLLAGUEZ|Carlos Alberto|CACEDA|27.09.1991|GK|Deportivo Municipal (PER)|184|6|0
13|Renato TAPIA|Peru|TAPIA CORTIJO|Renato Fabrizio|TAPIA|28.07.1995|MF|Feyenoord (NED)|185|31|3
14|Andy POLO|Peru|POLO ANDRADE|Andy Jorman|POLO|29.09.1994|MF|Portland Timbers (USA)|174|17|1
15|Christian RAMOS|Peru|RAMOS GARAGAY|Christian Guillermo Martin|RAMOS|04.11.1988|DF|Veracruz (MEX)|182|70|3
16|Wilder CARTAGENA|Peru|CARTAGENA MENDOZA|Wilder Jose|CARTAGENA|23.09.1994|MF|Veracruz (MEX)|179|3|0
17|Luis ADVINCULA|Peru|ADVINCULA CASTRILLON|Luis Jan Piers|ADVINCULA|02.03.1990|DF|Universidad Autónoma de Puebla(MEX)|178|65|0
18|Andre CARRILLO|Peru|CARRILLO DIAZ|Andre Martin|CARRILLO|14.06.1991|FW|Watford (ENG)|182|46|5
19|Yoshimar YOTUN|Peru|YOTUN FLORES|Victor Yoshimar|YOTUN|07.04.1990|MF|Orlando City SC (USA)|172|73|2
20|Edison FLORES|Peru|FLORES PERALTA|Edison Michael|FLORES|14.05.1994|FW|AaB (DEN)|170|29|9
21|Jose CARVALLO|Peru|CARVALLO ALONSO|Jose Aurelio|CARVALLO|01.03.1986|GK|Universidad Técnica (PER)|182|6|0
22|Nilson LOYOLA|Peru|LOYOLA MORALES|Nilson Evair|LOYOLA|26.10.1994|DF|Foot Ball Club Melgar (PER)|179|3|0
23|Pedro AQUINO|Peru|AQUINO SANCHEZ|Pedro Jesus|AQUINO|13.04.1995|MF|Universidad Autónoma de Puebla(MEX)|174|13|0
1|Wojciech SZCZESNY|Poland|SZCZĘSNY|Wojciech Tomasz|SZCZESNY|18.04.1990|GK|Juventus (ITA)|195|35|0
2|Michal PAZDAN|Poland|PAZDAN|Michal|PAZDAN|21.09.1987|DF|Legia Warszawa (POL)|181|33|0
3|Artur JEDRZEJCZYK|Poland|JEDRZEJCZYK|Artur Marcin|JEDRZEJCZYK|04.11.1987|DF|Legia Warszawa (POL)|189|36|3
4|Thiago CIONEK|Poland|CIONEK|Thiago Ranagel|CIONEK|21.04.1986|DF|Spal Ferrara (ITA)|184|19|0
5|Jan BEDNAREK|Poland|BEDNAREK|Jan Kacper|BEDNAREK|12.04.1996|DF|Southampton (ENG)|189|3|0
5|Krzysztof MACZYNSKI|Poland|MACZYNSKI|Krzysztof|MACZYNSKI|23.05.1987|MF|Legia Warszawa (POL)|175|0|0
6|Jacek GORALSKI|Poland|GORALSKI|Jacek|GORALSKI|21.09.1992|MF|PFC Ludogorets Razgrad (BUL)|172|5|0
7|Arkadiusz MILIK|Poland|MILIK|Arkadiusz Krystian|MILIK|28.02.1994|FW|SSC Napoli (ITA)|186|40|12
8|Karol LINETTY|Poland|LINETTY|Karol|LINETTY|02.02.1995|MF|Sampdoria (ITA)|176|20|1
9|Robert LEWANDOWSKI|Poland|LEWANDOWSKI|Robert|LEWANDOWSKI|21.08.1988|FW|Bayern München (GER)|185|95|55
10|Grzegorz KRYCHOWIAK|Poland|KRYCHOWIAK|Grzegorz|KRYCHOWIAK|29.01.1990|MF|West Bromwich Albion FC (ENG)|186|51|2
11|Kamil GROSICKI|Poland|GROSICKI|Kamil Pawel|GROSICKI|08.06.1988|MF|Hull City (ENG)|180|57|12
12|Bartosz BIALKOWSKI|Poland|BIALKOWSKI|Bartosz Marek|BIALKOWSKI|06.07.1987|GK|Ipswich Town (ENG)|194|1|0
13|Maciej RYBUS|Poland|RYBUS|Maciej|RYBUS|19.08.1989|MF|Lokomotiv Moskva (RUS)|173|51|2
14|Lukasz TEODORCZYK|Poland|TEODORCZYK|Lukasz|TEODORCZYK|03.06.1991|FW|Anderlecht (BEL)|185|17|4
15|Kamil GLIK|Poland|GLIK|Kamil|GLIK|03.02.1988|DF|AS Monaco (FRA)|190|58|4
16|Jakub BLASZCZYKOWSKI|Poland|BŁASZCZYKOWSKI|Jakub|BLASZCZYKOWSKI|14.12.1985|MF|VfL Wolfsburg (GER)|175|99|20
17|Slawomir PESZKO|Poland|PESZKO|Slawomir Konrad|PESZKO|19.02.1985|MF|Lechia Gdansk (POL)|173|43|2
18|Bartosz BERESZYNSKI|Poland|BERESZYNSKI|Bartosz|BERESZYNSKI|12.07.1992|DF|Sampdoria (ITA)|182|8|0
19|Piotr ZIELINSKI|Poland|ZIELINSKI|Piotr Sebastian|ZIELINSKI|20.05.1994|MF|SSC Napoli (ITA)|177|33|5
20|Lukasz PISZCZEK|Poland|PISZCZEK|Lukasz Piotr|PISZCZEK|03.06.1985|DF|Borussia Dortmund (GER)|184|63|3
21|Rafal KURZAWA|Poland|KURZAWA|Rafal Maciej|KURZAWA|29.01.1993|MF|Górnik Zabrze (POL)|182|3|0
22|Lukasz FABIANSKI|Poland|FABIAŃSKI|Lukasz|FABIANSKI|18.04.1985|GK|Swansea City (WAL)|190|45|0
23|Dawid KOWNACKI|Poland|KOWNACKI|Dawid Igor|KOWNACKI|14.03.1997|FW|Sampdoria (ITA)|185|2|1
1|RUI PATRICIO|Portugal|DOS SANTOS PATRÍCIO|Rui Pedro|RUI PATRICIO|15.02.1988|GK|Sporting CP (POR)|189|69|0
2|BRUNO ALVES|Portugal|REGUFE ALVES|Bruno Eduardo|B. ALVES|27.11.1981|DF|Rangers (SCO)|187|96|11
3|PEPE|Portugal|DE LIMA FERREIRA|Kepler Laveran|PEPE|26.02.1983|DF|Besiktas (TUR)|188|95|5
4|MANUEL FERNANDES|Portugal|TAVARES FERNANDES|Manuel Henrique|M. FERNANDES|05.02.1986|MF|Lokomotiv Moskva (RUS)|174|14|3
5|RAPHAEL GUERREIRO|Portugal|GUERREIRO|Raphael Adelino José|RAPHAEL|22.12.1993|DF|Borussia Dortmund (GER)|170|24|2
6|JOSE FONTE|Portugal|DA ROCHA FONTE|José Miguel|FONTE|22.12.1983|DF|Dalian Yifang Football Club (CHN)|191|31|0
7|CRISTIANO RONALDO|Portugal|DOS SANTOS AVEIRO|Cristiano Ronaldo|RONALDO|05.02.1985|FW|Real Madrid (ESP)|185|150|81
8|JOAO MOUTINHO|Portugal|IRIA SANTOS MOUTINHO|João Filipe|J. MOUTINHO|08.09.1986|MF|AS Monaco (FRA)|170|110|7
9|ANDRE SILVA|Portugal|VALENTE DA SILVA|André Miguel|ANDRÉ SILVA|06.11.1995|FW|AC Milan (ITA)|184|22|12
10|JOAO MARIO|Portugal|NAVAL DA COSTA EDUARDO|João Mário|J. MÁRIO|19.01.1993|MF|West Ham United (ENG)|179|36|2
11|BERNARDO SILVA|Portugal|MOTA VEIGA DE CARVALHO ESILVA|Bernardo|BERNARDO|10.08.1994|MF|Manchester City (ENG)|173|25|2
12|ANTHONY LOPES|Portugal|LOPES|Anthony|LOPES|01.10.1990|GK|Olympique Lyon (FRA)|184|7|0
13|RUBEN DIAS|Portugal|DOS SANTOS GATO ALVES DIAS|Rúben|RUBEN DIAS|14.05.1997|DF|Benfica (POR)|187|1|0
14|WILLIAM|Portugal|SILVA DE CARVALHO|William|WILLIAM|07.04.1992|MF|Sporting CP (POR)|190|43|2
15|RICARDO|Portugal|BARBOSA PEREIRA|Ricardo Domingos|RICARDO|06.10.1993|DF|FC Porto (POR)|174|4|0
16|BRUNO FERNANDES|Portugal|BORGES FERNANDES|Bruno Miguel|B. FERNANDES|08.09.1994|MF|Sporting CP (POR)|183|6|1
17|GONCALO GUEDES|Portugal|GANCHINHO GUEDES|Gonçalo Manuel|G. GUEDES|29.11.1996|FW|Valencia CF (ESP)|179|10|3
18|GELSON MARTINS|Portugal|BATALHA MARTINS|Gelson Dany|GELSON|11.05.1995|FW|Sporting CP (POR)|173|18|0
19|MARIO RUI|Portugal|SILVA DUARTE|Mário Rui|MÁRIO RUI|27.05.1991|DF|SSC Napoli (ITA)|168|4|0
20|RICARDO QUARESMA|Portugal|ANDRADE QUARESMA BERNARDO|Ricardo|QUARESMA|26.09.1983|FW|Besiktas (TUR)|175|77|9
21|CEDRIC|Portugal|ALVES SOARES|Cédric Ricardo|CÉDRIC|31.08.1991|DF|Southampton (ENG)|172|29|1
22|BETO|Portugal|BASTOS PIMPAREL|António Alberto|BETO|01.05.1982|GK|Goztepespor (TUR)|183|14|0
23|ADRIEN SILVA|Portugal|PERRUCHET DA SILVA|Adrien Sébastien|ADRIEN|15.03.1989|MF|Leicester (ENG)|176|24|1
1|Igor AKINFEEV|Russia|AKINFEEV|Igor|AKINFEEV|08.04.1986|GK|CSKA Moskva (RUS)|185|107|0
2|MARIO FERNANDES|Russia|FIGUEIRA FERNANDES|Mario|FERNANDES|19.09.1990|DF|CSKA Moskva (RUS)|187|6|0
3|Ilya KUTEPOV|Russia|KUTEPOV|Ilya|KUTEPOV|29.07.1993|DF|Spartak Moskva (RUS)|190|8|0
4|Sergey IGNASHEVICH|Russia|IGNASHEVICH|Sergey|IGNASHEVICH|14.07.1979|DF|CSKA Moskva (RUS)|186|123|9
5|Andrey SEMENOV|Russia|SEMENOV|Andrey|SEMENOV|24.03.1989|DF|FC Akhmat Grozny (RUS)|191|6|0
6|Denis CHERYSHEV|Russia|CHERYSHEV|Denis|CHERYSHEV|26.12.1990|MF|Villarreal CF (ESP)|173|12|2
7|Daler KUZIAEV|Russia|KUZIAEV|Daler|KUZIAEV|15.01.1993|MF|Zenit St. Petersburg (RUS)|182|7|0
8|Iury GAZINSKY|Russia|GAZINSKII|Iurii|GAZINSKII|20.07.1989|MF|Krasnodar (RUS)|180|7|1
9|Alan DZAGOEV|Russia|DZAGOEV|Alan|DZAGOEV|17.06.1990|MF|CSKA Moskva (RUS)|178|58|9
10|Fedor SMOLOV|Russia|SMOLOV|Fedor|SMOLOV|09.02.1990|FW|Krasnodar (RUS)|185|33|12
11|Roman ZOBNIN|Russia|ZOBNIN|Roman|ZOBNIN|11.02.1994|MF|Spartak Moskva (RUS)|185|13|0
12|Andrei LUNEV|Russia|LUNEV|Andrei|LUNEV|13.11.1991|GK|Zenit St. Petersburg (RUS)|189|3|0
13|Fedor KUDRIASHOV|Russia|KUDRIASHOV|Fedor|KUDRIASHOV|05.04.1987|DF|Rubin Kazan (RUS)|187|19|0
14|Vladimir GRANAT|Russia|GRANAT|Vladimir|GRANAT|22.05.1987|DF|Rubin Kazan (RUS)|184|12|1
15|Alexey MIRANCHUK|Russia|MIRANCHUK|Alexey|AL MIRANCHUK|17.10.1995|MF|Lokomotiv Moskva (RUS)|185|18|4
16|Anton MIRANCHUK|Russia|MIRANCHUK|Anton|AN MIRANCHUK|17.10.1995|MF|Lokomotiv Moskva (RUS)|182|6|0
17|Aleksandr GOLOVIN|Russia|GOLOVIN|Aleksandr|GOLOVIN|30.05.1996|MF|CSKA Moskva (RUS)|178|20|3
18|Yury ZHIRKOV|Russia|ZHIRKOV|Yury|ZHIRKOV|20.08.1983|MF|Zenit St. Petersburg (RUS)|180|85|2
19|Alexander SAMEDOV|Russia|SAMEDOV|Alexander|SAMEDOV|19.07.1984|MF|Spartak Moskva (RUS)|178|49|7
20|Vladimir GABULOV|Russia|GABULOV|Vladimir|GABULOV|19.10.1983|GK|Club Brugge (BEL)|190|10|0
21|Aleksandr EROKHIN|Russia|EROKHIN|Aleksandr|EROKHIN|13.10.1989|MF|Zenit St. Petersburg (RUS)|191|17|0
22|Artem DZYUBA|Russia|DZYUBA|Artem|DZYUBA|22.08.1988|FW|Arsenal Tula (RUS)|196|24|12
23|Igor SMOLNIKOV|Russia|SMOLNIKOV|Igor|SMOLNIKOV|08.08.1988|DF|Zenit St. Petersburg (RUS)|179|27|0
1|ABDULLAH ALMUAIOUF|Saudi Arabia|ALMUAIOUF|Abdullah Ibrahim A|ABDULLAH|23.01.1987|GK|Al Hilal (KSA)|178|9|0
2|MANSOUR ALHARBI|Saudi Arabia|ALHARBI|Mansour|MANSOUR|19.10.1987|DF|Al Ahli (KSA)|173|39|1
3|OSAMA HAWSAWI|Saudi Arabia|HAWSAWI|Osama Abdulrzag M|OSAMA|31.03.1984|DF|Al Hilal (KSA)|188|136|7
4|ALI ALBULAYHI|Saudi Arabia|ALBULAYHI|Ali Hadi M|ALI|21.11.1989|DF|Al Hilal (KSA)|182|4|0
5|OMAR HAWSAWI|Saudi Arabia|HAWSAWI|Omar Ibrahim O|OMAR|27.09.1985|DF|Al Nasr (KSA)|185|41|3
6|MOHAMMED ALBURAYK|Saudi Arabia|ALBURAYK|Mohammed Ibrahim M|ALBURAYK|15.09.1992|DF|Al Hilal (KSA)|173|10|0
7|SALMAN ALFARAJ|Saudi Arabia|ALFARAJ|Salman Mohammed M|SALMAN|01.08.1989|MF|Al Hilal (KSA)|179|40|2
8|YAHIA ALSHEHRI|Saudi Arabia|ALSHEHRI|Yahia Sulaiman Ali|YAHIA|26.06.1990|MF|Leganes (ESP)|165|57|7
9|HATAN BAHBRI|Saudi Arabia|BAHBRI|Hatan Sultan|HATAN|16.07.1992|MF|Al Shabab (KSA)|170|6|0
10|MOHAMMED ALSAHLAWI|Saudi Arabia|ALSAHLAWI|Mohammed IbrahimMohammad|ALSAHLAWI|10.01.1987|FW|Al Nasr (KSA)|179|41|28
11|ABDULMALEK ALKHAIBRI|Saudi Arabia|ALKHAIBRI|Abdulmalek Abdullah A|ABDULMALEK|13.03.1986|MF|Al Hilal (KSA)|177|33|0
12|MOHAMED KANNO|Saudi Arabia|KANNO|Mohamed Ibrahim A|KANNO|22.09.1994|MF|Al Hilal (KSA)|192|6|1
13|YASSER ALSHAHRANI|Saudi Arabia|ALSHAHRANI|Yasir Gharsan S|YASSER|25.05.1992|DF|Al Hilal (KSA)|170|36|0
14|ABDULLAH OTAYF|Saudi Arabia|OTAYF|Abdullah Ibrahim I|OTAYF|03.08.1992|MF|Al Hilal (KSA)|177|14|1
15|ABDULLAH ALKHAIBARI|Saudi Arabia|ALKHAIBARI|Abdullah Mohammed|ALKHAIBARI|16.08.1996|MF|Al Shabab (KSA)|175|5|0
16|HUSSAIN ALMOQAHWI|Saudi Arabia|ALMOQAHWI|Hussain Ali J|HUSSAIN|24.03.1988|MF|Al Ahli (KSA)|174|16|1
17|TAISEER ALJASSAM|Saudi Arabia|ALJASSAM|Taiseer Jaber|TAISEER|25.07.1984|MF|Al Ahli (KSA)|169|133|19
18|SALEM ALDAWSARI|Saudi Arabia|ALDAWSARI|Salem Mohammed S|SALEM|19.08.1991|MF|Villarreal CF (ESP)|174|32|4
19|FAHAD ALMUWALLAD|Saudi Arabia|ALMUWALLAD ALHARBI|Fhad Mosaed|FAHAD|14.09.1994|FW|Levante UD (ESP)|168|46|10
20|MUHANNAD ASIRI|Saudi Arabia|ABU RADIYAH|Muhannad Ahmed|MUHANNAD|14.10.1986|FW|Al Ahli (KSA)|185|18|4
21|YASSER ALMOSAILEM|Saudi Arabia|ALMOSAILEM|Yasser Abdullah N|ALMOSAILEM|27.02.1984|GK|Al Ahli (KSA)|186|32|0
22|MOHAMMED ALOWAIS|Saudi Arabia|ALOWAIS|Mohammed|ALOWAIS|10.10.1991|GK|Al Ahli (KSA)|187|6|0
23|MOTAZ HAWSAWI|Saudi Arabia|HAWSAWI|Motaz Ali Hassan|MOTAZ|17.02.1992|DF|Al Ahli (KSA)|180|16|0
1|Abdoulaye DIALLO|Senegal|DIALLO|Abdoulaye|DIALLO|30.03.1992|GK|Rennes (FRA)|189|16|0
2|Saliou CISS|Senegal|CISS|Saliou|CISS|15.06.1989|DF|Valenciennes (FRA)|173|18|0
3|Kalidou KOULIBALY|Senegal|KOULIBALY|Kalidou|KOULIBALY|20.06.1991|DF|SSC Napoli (ITA)|195|26|1
4|Kara MBODJI|Senegal|MBODJI|Serigne Modou Kara|KARA|22.11.1989|DF|Anderlecht (BEL)|192|43|5
5|Idrissa Gana GUEYE|Senegal|GUEYE|Idrissa Gana|GANA|26.09.1989|MF|Everton (ENG)|174|55|1
6|Salif SANE|Senegal|SANE|Salif|S. SANE|25.08.1990|MF|Hannover 96 (GER)|196|18|0
7|Moussa SOW|Senegal|SOW|Moussa|SOW|19.01.1986|FW|Bursaspor (TUR)|180|46|19
8|Cheikhou KOUYATE|Senegal|KOUYATE|Cheikhou|C. KOUYATE|21.12.1989|MF|West Ham United (ENG)|189|48|3
9|Mame DIOUF|Senegal|DIOUF|Mame Biram|M. DIOUF|16.12.1987|FW|Stoke (ENG)|185|44|10
10|Sadio MANE|Senegal|MANE|Sadio|MANE|10.04.1992|FW|Liverpool (ENG)|175|52|14
11|Cheikh NDOYE|Senegal|N'DOYE|Cheikh Tidiane|CH. NDOYE|29.03.1986|MF|Birmingham City (ENG)|192|27|3
12|Youssouf SABALY|Senegal|SABALY|Youssouf|SABALY|05.03.1993|DF|Girondins Bordeaux (FRA)|174|6|0
13|Alfred NDIAYE|Senegal|N'DIAYE|Alfred John Momar|A. NDIAYE|06.03.1990|MF|Wolverhampton (ENG)|186|16|1
14|Moussa KONATE|Senegal|KONATE|Moussa|KONATE|03.04.1993|FW|Amiens (FRA)|180|26|9
15|Diafra SAKHO|Senegal|SAKHO|Diafra|SAKHO|24.12.1989|FW|Rennes (FRA)|184|11|3
16|Khadim NDIAYE|Senegal|NDIAYE|Khadim|KH. NDIAYE|05.04.1985|GK|Horoya Athlétique Club (GUI)|185|42|0
17|Pape Alioune NDIAYE|Senegal|NDIAYE|Pape Alioune|P.A. NDIAYE|27.10.1990|MF|Stoke (ENG)|181|16|1
18|Ismaila SARR|Senegal|SARR|Ismaila|ISMAÏLA|25.02.1998|FW|Rennes (FRA)|175|13|3
19|Mbaye NIANG|Senegal|NIANG|Mbaye Hamady|NIANG|19.12.1994|FW|Torino (ITA)|184|8|0
20|Keita BALDE|Senegal|BALDE DIAO|Keita|KEÏTA BALDE|08.03.1995|FW|AS Monaco (FRA)|181|18|3
21|Lamine GASSAMA|Senegal|GASSAMA|Lamine|GASSAMA|20.10.1989|DF|Adanaspor (TUR)|181|39|0
